语言学术语	yuyanxueshuyu
听觉理解	tingjuelijie
听觉判断	tingjuepanduan
听觉区	tingjuequ
听觉输入词库	tingjueshuruciku
听觉性失语症	tingjuexingshiyuzheng
听觉学	tingjuexue
听觉训练	tingjuexunlian
听觉掩盖	tingjueyangai
听觉语言	tingjueyuyan
听觉语音学	tingjueyuyinxue
听觉中心	tingjuezhongxin
听力	tingli
听力策略	tinglicelve
听力辅导语言实验室	tinglifudaoyuyanshiyanshi
听力理解	tinglilijie
听力米表	tinglimibiao
听力图	tinglitu
听区	tingqu
听说法技巧	tingshuofajiqiao
听说法原则	tingshuofayuanze
听说积极参与	tingshuojijicanyu
听说教学法	tingshuojiaoxuefa
听说习惯理论	tingshuoxiguanlilun
听说主义	tingshuozhuyi
听写	tingxie
听写作文	tingxiezuowen
听众	tingzhong
停顿	tingdun
停顿单位	tingdundanwei
停顿填充词语	tingduntianchongciyu
停顿音	tingdunyin
通感	tonggan
通格	tongge
通名	tongming
通俗词	tongsuci
通俗词源学	tongsuciyuanxue
通俗分类法	tongsufenleifa
通俗拉丁语	tongsuladingyu
通俗体文字	tongsutiwenzi
通性	tongxing
通性词	tongxingci
通用美国英语	tongyongmeiguoyingyu
通用书写符号	tongyongshuxiefuhao
通用英语	tongyongyingyu
通用语	tongyongyu
同……	tong
同伴辅导	tongbanfudao
同伴监控	tongbanjiankong
同伴教学	tongbanjiaoxue
同伴评估	tongbanpinggu
同伴评阅	tongbanpingyue
同伴群体	tongbanqunti
同标	tongbiao
同步翻译	tongbufanyi
同部位音素	tongbuweiyinsu
同部位音位	tongbuweiyinwei
同词异译法	tongciyiyifa
同发音部位音	tongfayinbuweiyin
同感实证	tongganshizheng
同根词	tonggenci
同构	tonggou
同化	tonghua
同化音	tonghuayin
同理心	tonglixin
同期效能	tongqixiaoneng
同情准则	tongqingzhunze
同声传译	tongshengchuanyi
同时效度	tongshixiaodu
同时性双语	tongshixingshuangyu
同位并列	tongweibinglie
同位分句	tongweifenju
同位关系	tongweiguanxi
同位结构	tongweijiegou
同位属格	tongweishuge
同位素现象	tongweisuxianxiang
同位语	tongweiyu
同位语从句	tongweiyucongju
同现限制	tongxianxianzhi
同形异序词	tongxingyixuci
同形异义词	tongxingyiyici
同形异音异义词	tongxingyiyinyiyici
同言线	tongyanxian
同言语	tongyanyu
同一性	tongyixing
同义词	tongyici
同义反复	tongyifanfu
同义关系	tongyiguanxi
同音反复	tongyinfanfu
同音节形式	tongyinjiexingshi
同音同形异义词	tongyintongxingyiyici
同音形抵触	tongyinxingdichu
同音异形词	tongyinyixingci
同音异义词	tongyinyiyici
同音异义双关	tongyinyiyishuangguan
同语化	tongyuhua
同源词	tongyuanci
同源范畴	tongyuanfanchou
同源格	tongyuange
同源语言演变史学	tongyuanyuyanyanbianshixue
同韵	tongyun
同指	tongzhi
同指原则	tongzhiyuanze
统计共性	tongjigongxing
统计假设	tongjijiashe
统计性研究	tongjixingyanjiu
统计语言学	tongjiyuyanxue
头脑风暴	tounaofengbao
头韵	touyun
投射	toushe
投射规则	tousheguize
投射假设	toushejiashe
投射原则	tousheyuanze
透明词	toumingci
透明性	toumingxing
透视域	toushiyu
凸显信息	tuxianxinxi
凸显性	tuxianxing
突出	tuchu
突出峰	tuchufeng
突出性	tuchuxing
突发除阻	tufachuzu
突发音	tufayin
突降	tujiang
突降法	tujiangfa
突生论	tushenglun
图标	tubiao
图标字	tubiaozi
图画字	tuhuazi
图表法	tubiaofa
图表法	tubiaofa
图表分析	tubiaofenxi
图表重写	tubiaozhongxie
图画文字	tuhuawenzi
图解句子	tujiejuzi
图灵机	tulingji
图片名词	tupianmingci
图式	tushi
图式化	tushihua
图式理论	tushililun
图式意义	tushiyiyi
图像符号	tuxiangfuhao
图像文字	tuxiangwenzi
图像学	tuxiangxue
图形	tuxing
图形—背景结构	tuxingbeijingjiegou
图形字	tuxingzi
徒劳量化	tulaolianghua
土腔方言	tuqiangfangyan
土语	tuyu
吐气音	tuqiyin
吐气重音	tuqizhongyin
推导	tuidao
推导的经济性	tuidaodejingjixing
推断	tuiduan
推断统计方法	tuiduantongjifangfa
推断性理解	tuiduanxinglijie
推理	tuili
推理论	tuililun
推理语法	tuiliyufa
推理语义学	tuiliyuyixue
推链式音变	tuilianshiyinbian
推论格	tuilunge
推论统计	tuiluntongji
推演分数	tuiyanfenshu
退保值	tuibaozhi
退化	tuihua
退位关系符	tuiweiguanxifu
退行	tuixing
托福考试	tuofukaoshi
托业考试	tuoyekaoshi
拖延原则	tuoyanyuanze
脱落	tuoluo
脱体法	tuotifa
脱字号	tuozihao
妥协词	tuoxieci
瓦格	wage
瓦克纳格尔定律	wakenageerdinglv
瓦克纳格尔位置	wakenageerweizhi
瓦苏	wasu
外部分布	waibufenbu
外部合并	waibuhebing
外部连读音变	waibulianduyinbian
外部形式	waibuxingshi
外部言语	waibuyanyu
外部语言	waibuyuyan
外部语言学	waibuyuyanxue
外部照应	waibuzhaoying
外封闭	waifengbi
外国腔	waiguoqiang
外国人话风	waiguorenhuafeng
外国语	waiguoyu
外化语言	waihuayuyan
外挤音	waijiyin
外加语	waijiayu
外借词	waijieci
外来词	wailaici
外来混合词	wailaihunheci
外来语复数	wailaiyufushu
外围	waiwei
外围成员	waiweichengyuan
外围角色	waiweijuese
外围失调	waiweishitiao
外围语法	waiweiyufa
外显式学习	waixianshixuexi
外显知识	waixianzhishi
外向气流	waixiangqiliu
外延	waiyan
外延动词	waiyandongci
外延逻辑	waiyanluoji
外延缩小	waiyansuoxiao
外延意义	waiyanyiyi
外语	waiyu
外语教学法	waiyujiaoxuefa
外语教学心理学	waiyujiaoxuexinlixue
外语事务协会口头面试	waiyushiwuxiehuikoutoumianshi
外语语言能力	waiyuyuyannengli
外在效度	waizaixiaodu
外展	waizhan
外指性意义	waizhixingyiyi
外置	waizhi
完备语码	wanbeiyuma
完成	wancheng
完成分词	wanchengfenci
完成进行时被动式	wanchengjinxingshibeidongshi
完成时	wanchengshi
完成体	wanchengti
完成体分词	wanchengtifenci
完美翻译	wanmeifanyi
完全动词	wanquandongci
完全短语范畴	wanquanduanyufanchou
完全解释原则	wanquanjieshiyuanze
完全句	wanquanju
完全可及说	wanquankejishuo
完全可解释性	wanquankejieshixing
完全失语症	wanquanshiyuzheng
完全同音异义词	wanquantongyinyiyici
完全转换	wanquanzhuanhuan
完全转类	wanquanzhuanlei
完形风格	wanxingfengge
完形心理学	wanxingxinlixue
完形填空比频评分法	wanxingtiankongbipinpingfenfa
完形填空测验	wanxingtiankongceyan
完整句	wanzhengju
玩具语法	wanjuyufa
晚插入	wancharu
万国新语	wanguoxinyu
汪汪论	wangwanglun
网络分析	wangluofenxi
网络强度等级	wangluoqiangdudengji
网状群体	wangzhuangqunti
忘名性失语	wangmingxingshiyu
忘名症	wangmingzheng
威廉姆斯综合征	weilianmusizonghezheng
微观功能	weiguangongneng
微观社会语言学	weiguanshehuiyuyanxue
微观言语行为	weiguanyanyuxingwei
微观语言学	weiguanyuyanxue
微观语用学	weiguanyuyongxue
微技能	weijineng
韦尼克中心	weinikezhongxin
韦尼克失语症	weinikeshiyuzheng
违反	weifan
唯理语法	weiliyufa
唯理主义	weilizhuyi
唯名论	weiminglun
唯位	weiwei
唯物主义语言理论	weiwuzhuyiyuyanlilun
维持性双语教育	weichixingshuangyujiaoyu
维尔纳定律	weiernadinglv
伪同源词	weitongyuanci
尾部	weibu
尾词重复	weicichongfu
尾句	weiju
尾流	weiliu
尾音节非重读的词	weiyinjiefeizhongdudeci
尾音脱落	weiyintuoluo
尾重音词	weizhongyinci
尾重音语言	weizhongyinyuyan
委婉语	weiwanyu
未归化外语词	weiguihuawaiyuci
未来先期行为	weilaixianqixingwei
未完成过去时	weiwanchengguoqushi
未完成体	weiwanchengti
未完成体	weiwanchengti
未完成体分词	weiwanchengtifenci
位	wei
位移	weiyi
位移言语	weiyiyanyu
位移言语	weiyiyanyu
位置	weizhi
位置场	weizhichang
位置格	weizhige
谓词逻辑	weiciluoji
谓词演算	weiciyansuan
谓体	weiti
谓语	weiyu
谓语从句	weiyucongju
谓语性成分	weiyuxingchengfen
谓语性结构	weiyuxingjiegou
谓语性名词	weiyuxingmingci
谓语性形容词	weiyuxingxingrongci
谓语性修饰语	weiyuxingxiushiyu
谓语性主格	weiyuxingzhuge
文档更新语义学	wendanggengxinyuyixue
文化	wenhua
文化冲击	wenhuachongji
文化传递性	wenhuachuandixing
文化定势	wenhuadingshi
文化公平	wenhuagongping
文化匮乏	wenhuakuifa
文化模型	wenhuamoxing
文化贫乏	wenhuapinfa
文化缺陷	wenhuaquexian
文化适应	wenhuashiying
文化适应法	wenhuashiyingfa
文化适应模式	wenhuashiyingmoshi
文化相对论	wenhuaxiangduilun
文化语言学	wenhuayuyanxue
文盲	wenmang
文体	wenti
文体检验程式	wentijianyanchengshi
文体学	wentixue
文献	wenxian
文献分析	wenxianfenxi
文献分析法	wenxianfenxifa
文献目录	wenxianmulu
文献手迹	wenxianshouji
文学风格学	wenxuefenggexue
文学作品	wenxuezuopin
文艺复兴时期语言学	wenyifuxingshiqiyuyanxue
文语转换	wenyuzhuanhuan
文字	wenzi
文字实体	wenzishiti
文字系统	wenzixitong
文字学	wenzixue
文字游戏	wenziyouxi
紊乱	wenluan
稳定化	wendinghua
问号	wenhao
问句	wenju
问卷	wenjuan
问题代名词化	wentidaimingcihua
我向语言	woxiangyuyan
沃尔夫假说	woerfujiashuo
沃拉普克语	wolapukeyu
ü
沃特金法则	wotejinfaze
无标记	wubiaoji
无标记成分	wubiaojichengfen
无擦延续音	wucayanxuyin
无擦音延续音	wucayinyanxuyin
无词尾副词	wuciweifuci
无除阻的	wuchuzude
无词形变化	wucixingbianhua
无定	wuding
无定性	wudingxing
无动词句	wudongciju
无缝形态学	wufengxingtaixue
无格屈折名词	wugequshemingci
无喉塞辅音	wuhousaifuyin
无界名词	wujiemingci
无界移位	wujieyiwei
无理据习语	wulijuxiyu
无理据现象	wulijuxianxiang
无屈折拉丁语	wuqusheladingyu
无人称被动式	wurenchengbeidongshi
无人称动词	wurenchengdongci
无人称结构	wurenchengjiegou
无人称谓语词	wurenchengweiyuci
无人称主语	wurenchengzhuyu
无生性	wushengxing
无生性名词	wushengxingmingci
无声停顿	wushengtingdun
无声语言	wushengyuyan
无声阅读	wushengyuedu
无施式	wushishi
无实用读写能力	wushiyongduxienengli
无条件音变	wutiaojianyinbian
无谓性	wuweixing
无文字群体	wuwenziqunti
无效假设	wuxiaojiashe
无形连接	wuxinglianjie
无形连接现象	wuxinglianjiexianxiang
无形手理论	wuxingshoulilun
”
无形态语言	wuxingtaiyuyan
无意识记忆	wuyishijiyi
无意识语言知识	wuyishiyuyanzhishi
无意义词语	wuyiyiciyu
无意义形式	wuyiyixingshi
无意义重复	wuyiyichongfu
无语用功能习语	wuyuyonggongnengxiyu
无韵体诗	wuyuntishi
无择约束	wuzeyueshu
无证明断言	wuzhengmingduanyan
无制约关系	wuzhiyueguanxi
无中心的	wuzhongxinde
无中心语关系从句	wuzhongxinyuguanxicongju
无终体	wuzhongti
无主语参数	wuzhuyucanshu
五只钟理论	wuzhizhonglilun
舞台发音	wutaifayin
〔德	〕	de
舞台言语	wutaiyanyu
物化	wuhua
物化	wuhua
物理语境	wuliyujing
物体文字	wutiwenzi
物性结构	wuxingjiegou
物质名词	wuzhimingci
误差分析	wuchafenxi
误读分析	wudufenxi
西方语	xifangyu
西塔角色	xitajuese
西韦斯—埃杰顿定律	xiweisiaijiedundinglv
西韦斯定律	xiweisidinglv
吸气	xiqi
吸气气流	xiqiqiliu
吸气塞音	xiqiseyin
吸收	xishou
吸引变化	xiyinbianhua
希伯来语法	xibolaiyufa
希求式	xiqiushi
希望之语	xiwangzhiyu
析取关系	xiquguanxi
析取式顺序	xiqushishunxu
习得	xide
习得顺序	xideshunxu
习得—学得区别假说	xidexuedequbiejiashuo
习惯	xiguan
习俗化场景	xisuhuachangjing
习俗派	xisupai
ó
习语	xiyu
习语	xiyu
习语化	xiyuhua
习语块	xiyukuai
习语理论	xiyulilun
习语完整规则	xiyuwanzhengguize
习语性	xiyuxing
习语修辞手段	xiyuxiucishouduan
习语学	xiyuxue
戏剧反讽	xijufanfeng
戏剧方言	xijufangyan
戏剧性反语	xijuxingfanyu
系动词	xidongci
系列动作	xiliedongzuo
系列音	xilieyin
系统法	xitongfa
系统性	xitongxing
系统语法	xitongyufa
系统语言学	xitongyuyanxue
狭缝擦音	xiafengcayin
辖域	xiayu
辖域	xiayu
辖域歧义	xiayuqiyi
下标规则	xiabiaoguize
下层方言	xiacengfangyan
下降次序	xiajiangcixu
下降连音	xiajianglianyin
下降音渡	xiajiangyindu
下降音阶	xiajiangyinjie
下降语调	xiajiangyudiao
下棋心理研究	xiaqixinliyanjiu
下推自动机	xiatuizidongji
下位比较	xiaweibijiao
下位层干扰	xiaweicengganrao
下位层语言	xiaweicengyuyan
下咽壁音	xiayanbiyin
下一言语者选择	xiayiyanyuzhexuanze
下义词	xiayici
下指	xiazhi
先标定	xianbiaoding
先创语言	xianchuangyuyan
先导测试	xiandaoceshi
先过去时	xianguoqushi
先进后出自动机	xianjinhouchuzidongji
先天主义假说	xiantianzhuyijiashuo
先行词	xianxingci
先行共同发音	xianxinggongtongfayin
先行同化	xianxingtonghua
先行异化	xianxingyihua
先行引导词	xianxingyindaoci
先行语管辖	xianxingyuguanxia
先行主语	xianxingzhuyu
先行组织者	xianxingzuzhizhe
先验	xianyan
先验性教学大纲	xianyanxingjiaoxuedagang
先置	xianzhi
衔接	xianjie
衔接模式	xianjiemoshi
显贵方言	xianguifangyan
显性	xianxing
显性声望	xianxingshengwang
显性优势	xianxingyoushi
显性知识	xianxingzhishi
显著口音	xianzhukouyin
现代语言学	xiandaiyuyanxue
现实情态	xianshiqingtai
现实语法	xianshiyufa
现实语法	xianshiyufa
现实主义	xianshizhuyi
现在分词	xianzaifenci
现在将来时	xianzaijianglaishi
现在时	xianzaishi
限定成分	xiandingchengfen
限定词	xiandingci
限定词	xiandingci
限定词	xiandingci
限定词短语	xiandingciduanyu
限定词短语	xiandingciduanyu
限定词短语假说	xiandingciduanyujiashuo
限定词量化	xiandingcilianghua
限定词漂移	xiandingcipiaoyi
限定动词	xiandingdongci
限定符号	xiandingfuhao
限定复合词	xiandingfuheci
限定复合词	xiandingfuheci
限定状态马尔可夫过程	xiandingzhuangtaimaerkefuguocheng
限定状态转换器	xiandingzhuangtaizhuanhuanqi
限定状态自动机	xiandingzhuangtaizidongji
限制性代码	xianzhixingdaima
限制性关系从句	xianzhixingguanxicongju
限制性结构	xianzhixingjiegou
限制性修饰	xianzhixingxiushi
限制性语言	xianzhixingyuyan
限制性作文	xianzhixingzuowen
线索	xiansuo
线索词	xiansuoci
线索有效性	xiansuoyouxiaoxing
线性程序	xianxingchengxu
线性大纲	xianxingdagang
线性对应公理	xianxingduiyinggongli
线性化	xianxinghua
线性文字	xianxingwenzi
线性音位	xianxingyinwei
羡余规则	xianyuguize
羡余特征	xianyutezheng
羡余现象	xianyuxianxiang
羡余性	xianyuxing
相	xiang
相对共性	xiangduigongxing
相对年代学	xiangduiniandaixue
相对同义词	xiangduitongyici
相对性	xiangduixing
相对最高级	xiangduizuigaoji
相对最小限度	xiangduizuixiaoxiandu
相关	xiangguan
相关成分	xiangguanchengfen
相关特征	xiangguantezheng
相关系数	xiangguanxishu
相关性研究	xiangguanxingyanjiu
相互代词	xianghudaici
相互动词	xianghudongci
相互关系	xianghuguanxi
相互关系	xianghuguanxi
相互可理解性	xianghukelijiexing
相邻语对	xianglinyudui
相容	xiangrong
相似联想	xiangsilianxiang
详论段落	xianglunduanluo
响度	xiangdu
响度层级	xiangducengji
响度特征	xiangdutezheng
响音	xiangyin
响音峰	xiangyinfeng
想象功能	xiangxianggongneng
向格	xiangge
向前附着词	xiangqianfuzhuoci
向前附着否定词	xiangqianfuzhuofoudingci
向前附着形式	xiangqianfuzhuoxingshi
向上蕴涵	xiangshangyunhan
向下蕴涵	xiangxiayunhan
向心结构	xiangxinjiegou
向心理论	xiangxinlilun
项	xiang
项目差异功能	xiangmuchayigongneng
项目反映理论	xiangmufanyinglilun
项目区分度	xiangmuqufendu
项目与过程	xiangmuyuguocheng
项目与配列	xiangmuyupeilie
象声词	xiangshengci
象似符号	xiangshifuhao
象似性	xiangshixing
象似性原则	xiangshixingyuanze
象形图	xiangxingtu
象形文字	xiangxingwenzi
象形字	xiangxingzi
象音词	xiangyinci
象征型用法	xiangzhengxingyongfa
象征性论点	xiangzhengxinglundian
象征性论断	xiangzhengxinglunduan
象征性原则	xiangzhengxingyuanze
象征指示	xiangzhengzhishi
消极词汇	xiaojicihui
消极礼貌策略	xiaojilimaocelve
消极面子	xiaojimianzi
消解性双语现象	xiaojiexingshuangyuxianxiang
消去同一	xiaoqutongyi
消失	xiaoshi
消音处理	xiaoyinchuli
小代语	xiaodaiyu
小动词短语	xiaodongciduanyu
小短语	xiaoduanyu
小分句	xiaofenju
小副词短语	xiaofuciduanyu
小骨	xiaogu
小名词性词组	xiaomingcixingcizu
小品词	xiaopinci
小品词移动	xiaopinciyidong
小舌音	xiaosheyin
小体大写字母	xiaotidaxiezimu
小写文化	xiaoxiewenhua
小形容词短语	xiaoxingrongciduanyu
小众化翻译	xiaozhonghuafanyi
小组	xiaozu
小组活动	xiaozuhuodong
小组讨论	xiaozutaolun
小组推动力	xiaozutuidongli
效度	xiaodu
效度检验	xiaodujianyan
楔号	xiehao
楔形文字	xiexingwenzi
协方差分析	xiefangchafenxi
协商	xieshang
协商口吻	xieshangkouwen
协商性	xieshangxing
协商言语	xieshangyanyu
协调障碍	xietiaozhangai
协同发音效果	xietongfayinxiaoguo
协同学习法	xietongxuexifa
协同作用	xietongzuoyong
斜杠	xiegang
斜格	xiege
谐波	xiebo
谐意双关	xieyishuangguan
写作档案袋	xiezuodangandai
写作过程	xiezuoguocheng
写作会议	xiezuohuiyi
写作模式教学法	xiezuomoshijiaoxuefa
写作日志	xiezuorizhi
写作系统	xiezuoxitong
写作艺术	xiezuoyishu
心理表征	xinlibiaozheng
心理测量学	xinliceliangxue
心理词库	xinliciku
心理动词	xinlidongci
心理可及性	xinlikejixing
心理空间	xinlikongjian
心理空间格框	xinlikongjiangekuang
心理空间理论	xinlikongjianlilun
心理语言学	xinliyuyanxue
心理主语	xinlizhuyu
心灵哲学	xinlingzhexue
心智理论	xinzhililun
心智语言	xinzhiyuyan
心智主义	xinzhizhuyi
欣赏性理解	xinshangxinglijie
新布龙菲尔德学派	xinbulongfeierdexuepai
新词	xinci
新戴维森分析法	xindaiweisenfenxifa
新方言	xinfangyan
新弗斯学派	xinfusixuepai
新格赖斯会话含义理论	xingelaisihuihuahanyililun
新格赖斯语用学	xingelaisiyuyongxue
新格赖斯语用学机制	xingelaisiyuyongxuejizhi
新古典复合词	xingudianfuheci
新行为主义	xinxingweizhuyi
新洪堡特学派	xinhongbaotexuepai
新—旧信息契约	xinjiuxinxiqiyue
新书简介	xinshujianjie
新索绪尔语言学	xinsuoxueryuyanxue
新闻文体	xinwenwenti
新闻语言	xinwenyuyan
